[rosmaster.main][INFO] 2017-04-16 12:56:58,888: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-04-16 12:56:58,888: Starting ROS Master Node
[rosmaster.master][INFO] 2017-04-16 12:56:59,155: +PARAM [/robot_description_planning/joint_limits/joint_5/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,155: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/temp_change_factor] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,155: +PARAM [/move_group/planner_configs/BKPIECEkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,155: +PARAM [/move_group/planner_configs/SBLkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,155: +PARAM [/robot_description] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,155: +PARAM [/move_group/capabilities] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,156: +PARAM [/move_group/planner_configs/LBKPIECEkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,156: +PARAM [/robot_description_kinematics/manipulator/kinematics_solver_timeout] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,156: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,156: +PARAM [/move_group/allowed_execution_duration_scaling] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,156: +PARAM [/robot_description_planning/joint_limits/joint_2/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,156: +PARAM [/robot_description_planning/joint_limits/joint_2/max_position] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,157: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,157: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/goal_bias] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,157: +PARAM [/move_group/planner_configs/RRTConnectkConfigDefault/range] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,157: +PARAM [/move_group/request_adapters] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,157: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/min_temperature] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,157: +PARAM [/robot_description_planning/joint_limits/joint_1/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,157: +PARAM [/robot_description_planning/joint_limits/joint_4/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,158: +PARAM [/move_group/gripper/planner_configs] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,158: +PARAM [/move_group/manipulator/projection_evaluator] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,158: +PARAM [/robot_description_planning/joint_limits/joint_3/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,158: +PARAM [/move_group/octomap_resolution] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,158: +PARAM [/move_group/allowed_goal_duration_margin] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,158: +PARAM [/rviz_xw6600_6840_6061290368335357027/manipulator/kinematics_solver] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,159: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/failed_expansion_score_factor] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,159: +PARAM [/move_group/planning_scene_monitor/publish_transforms_updates] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,159: +PARAM [/robot_description_planning/joint_limits/joint_2/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,159: +PARAM [/move_group/planner_configs/RRTstarkConfigDefault/delay_collision_checking] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,159: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,159: +PARAM [/move_group/planner_configs/RRTConnectkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,160: +PARAM [/robot_description_planning/joint_limits/joint_1/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,160: +PARAM [/robot_description_kinematics/manipulator/kinematics_solver] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,160: +PARAM [/move_group/planner_configs/BKPIECEkConfigDefault/failed_expansion_score_factor] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,160: +PARAM [/move_group/planner_configs/LBKPIECEkConfigDefault/min_valid_path_fraction] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,160: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,160: +PARAM [/robot_description_planning/joint_limits/joint_1/max_position] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,161: +PARAM [/robot_description_planning/joint_limits/joint_1/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,161: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/k_constant] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,161: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/frountier_threshold] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,161: +PARAM [/move_group/planner_configs/LBKPIECEkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,161: +PARAM [/move_group/planner_configs/RRTkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,161: +PARAM [/source_list] by /roslaunch
[rosmaster.master][INFO] 2017-04-16 12:56:59,258: +PUB [/rosout] /robot_state_publisher http://xw6600:45202/
[rosmaster.master][INFO] 2017-04-16 12:56:59,260: +SERVICE [/robot_state_publisher/get_loggers] /robot_state_publisher http://xw6600:45202/
[rosmaster.master][INFO] 2017-04-16 12:56:59,262: +SERVICE [/robot_state_publisher/set_logger_level] /robot_state_publisher http://xw6600:45202/
[rosmaster.master][INFO] 2017-04-16 12:56:59,272: +PUB [/tf] /robot_state_publisher http://xw6600:45202/
[rosmaster.master][INFO] 2017-04-16 12:56:59,273: +PUB [/tf_static] /robot_state_publisher http://xw6600:45202/
[rosmaster.master][INFO] 2017-04-16 12:56:59,290: publisherUpdate[/rosout] -> http://xw6600:41044/ ['http://xw6600:45202/']
[rosmaster.master][INFO] 2017-04-16 12:56:59,294: publisherUpdate[/rosout] -> http://xw6600:41044/ ['http://xw6600:45202/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2017-04-16 12:56:59,296: +SUB [/joint_states] /robot_state_publisher http://xw6600:45202/
[rosmaster.master][INFO] 2017-04-16 12:56:59,569: +PUB [/rosout] /joint_state_publisher http://xw6600:54096/
[rosmaster.master][INFO] 2017-04-16 12:56:59,574: +SERVICE [/joint_state_publisher/get_loggers] /joint_state_publisher http://xw6600:54096/
[rosmaster.master][INFO] 2017-04-16 12:56:59,576: +SERVICE [/joint_state_publisher/set_logger_level] /joint_state_publisher http://xw6600:54096/
[rosmaster.master][INFO] 2017-04-16 12:56:59,590: publisherUpdate[/rosout] -> http://xw6600:41044/ ['http://xw6600:45202/', 'http://xw6600:54096/']
[rosmaster.master][INFO] 2017-04-16 12:56:59,592: publisherUpdate[/rosout] -> http://xw6600:41044/ ['http://xw6600:45202/', 'http://xw6600:54096/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2017-04-16 12:56:59,624: +SUB [/move_group/fake_controller_joint_states] /joint_state_publisher http://xw6600:54096/
[rosmaster.master][INFO] 2017-04-16 12:56:59,626: +PUB [/joint_states] /joint_state_publisher http://xw6600:54096/
[rosmaster.master][INFO] 2017-04-16 12:56:59,670: +PUB [/rosout] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:56:59,671: +SERVICE [/move_group/get_loggers] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:56:59,672: +SERVICE [/move_group/set_logger_level] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:56:59,680: +SUB [/tf] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:56:59,686: +SUB [/tf_static] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:56:59,691: publisherUpdate[/joint_states] -> http://xw6600:45202/ ['http://xw6600:54096/']
[rosmaster.master][INFO] 2017-04-16 12:56:59,693: publisherUpdate[/rosout] -> http://xw6600:41044/ ['http://xw6600:45202/', 'http://xw6600:54096/', 'http://xw6600:32793/']
[rosmaster.master][INFO] 2017-04-16 12:56:59,694: publisherUpdate[/rosout] -> http://xw6600:41044/ ['http://xw6600:45202/', 'http://xw6600:54096/', 'http://xw6600:32793/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2017-04-16 12:56:59,694: publisherUpdate[/joint_states] -> http://xw6600:45202/ ['http://xw6600:54096/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2017-04-16 12:56:59,868: +PUB [/rosout] /rviz_xw6600_6840_6061290368335357027 http://xw6600:37882/
[rosmaster.master][INFO] 2017-04-16 12:56:59,869: +SERVICE [/rviz_xw6600_6840_6061290368335357027/get_loggers] /rviz_xw6600_6840_6061290368335357027 http://xw6600:37882/
[rosmaster.master][INFO] 2017-04-16 12:56:59,870: +SERVICE [/rviz_xw6600_6840_6061290368335357027/set_logger_level] /rviz_xw6600_6840_6061290368335357027 http://xw6600:37882/
[rosmaster.master][INFO] 2017-04-16 12:56:59,895: publisherUpdate[/rosout] -> http://xw6600:41044/ ['http://xw6600:45202/', 'http://xw6600:54096/', 'http://xw6600:32793/', 'http://xw6600:37882/']
[rosmaster.master][INFO] 2017-04-16 12:56:59,896: publisherUpdate[/rosout] -> http://xw6600:41044/ ['http://xw6600:45202/', 'http://xw6600:54096/', 'http://xw6600:32793/', 'http://xw6600:37882/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2017-04-16 12:56:59,974: +SERVICE [/move_group/planning_scene_monitor/set_parameters] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:56:59,975: +PUB [/move_group/planning_scene_monitor/parameter_descriptions] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:56:59,977: +PUB [/move_group/planning_scene_monitor/parameter_updates] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:56:59,984: +PARAM [/move_group/planning_scene_monitor/publish_planning_scene] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:56:59,986: +PARAM [/move_group/planning_scene_monitor/publish_planning_scene_hz] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:56:59,987: +PARAM [/move_group/planning_scene_monitor/publish_geometry_updates] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:56:59,988: +PARAM [/move_group/planning_scene_monitor/publish_state_updates] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:56:59,989: +PARAM [/move_group/planning_scene_monitor/publish_transforms_updates] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:56:59,991: +PUB [/move_group/monitored_planning_scene] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:56:59,992: +PARAM [/move_group/planning_scene_monitor/publish_planning_scene] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:56:59,993: +PARAM [/move_group/planning_scene_monitor/publish_planning_scene_hz] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:56:59,995: +PARAM [/move_group/planning_scene_monitor/publish_geometry_updates] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:56:59,996: +PARAM [/move_group/planning_scene_monitor/publish_state_updates] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:56:59,997: +PARAM [/move_group/planning_scene_monitor/publish_transforms_updates] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,004: +SUB [/planning_scene] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,011: +SUB [/collision_object] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,018: +SUB [/planning_scene_world] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,023: +SERVICE [/move_group/save_map] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,024: +SERVICE [/move_group/load_map] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,042: +SUB [/joint_states] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,050: +SUB [/attached_collision_object] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,298: +SERVICE [/move_group/ompl/set_parameters] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,300: +PUB [/move_group/ompl/parameter_descriptions] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,301: +PUB [/move_group/ompl/parameter_updates] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,308: +PARAM [/move_group/ompl/simplify_solutions] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,309: +PARAM [/move_group/ompl/minimum_waypoint_count] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,310: +PARAM [/move_group/ompl/maximum_waypoint_distance] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,312: +PARAM [/move_group/ompl/link_for_exploration_tree] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,313: +PARAM [/move_group/ompl/display_random_valid_states] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,315: +PARAM [/move_group/ompl/simplify_solutions] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,316: +PARAM [/move_group/ompl/minimum_waypoint_count] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,317: +PARAM [/move_group/ompl/maximum_waypoint_distance] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,318: +PARAM [/move_group/ompl/link_for_exploration_tree] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,319: +PARAM [/move_group/ompl/display_random_valid_states] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,402: +PUB [/move_group/display_planned_path] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,403: +PUB [/move_group/display_contacts] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,413: +SUB [/tf] /rviz_xw6600_6840_6061290368335357027 http://xw6600:37882/
[rosmaster.master][INFO] 2017-04-16 12:57:00,423: +SUB [/tf_static] /rviz_xw6600_6840_6061290368335357027 http://xw6600:37882/
[rosmaster.master][INFO] 2017-04-16 12:57:00,487: +PUB [/move_group/fake_controller_joint_states] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,496: +SUB [/trajectory_execution_event] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,497: publisherUpdate[/move_group/fake_controller_joint_states] -> http://xw6600:54096/ ['http://xw6600:32793/']
[rosmaster.master][INFO] 2017-04-16 12:57:00,499: publisherUpdate[/move_group/fake_controller_joint_states] -> http://xw6600:54096/ ['http://xw6600:32793/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2017-04-16 12:57:00,500: +SERVICE [/move_group/trajectory_execution/set_parameters] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,502: +PUB [/move_group/trajectory_execution/parameter_descriptions] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,503: +PUB [/move_group/trajectory_execution/parameter_updates] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,509: +PARAM [/move_group/trajectory_execution/execution_duration_monitoring] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,510: +PARAM [/move_group/trajectory_execution/allowed_execution_duration_scaling] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,511: +PARAM [/move_group/trajectory_execution/allowed_goal_duration_margin] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,513: +PARAM [/move_group/trajectory_execution/execution_velocity_scaling] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,514: +PARAM [/move_group/trajectory_execution/allowed_start_tolerance] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,515: +PARAM [/move_group/trajectory_execution/execution_duration_monitoring] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,517: +PARAM [/move_group/trajectory_execution/allowed_execution_duration_scaling] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,519: +PARAM [/move_group/trajectory_execution/allowed_goal_duration_margin] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,520: +PARAM [/move_group/trajectory_execution/execution_velocity_scaling] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,521: +PARAM [/move_group/trajectory_execution/allowed_start_tolerance] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,523: +SERVICE [/move_group/plan_execution/set_parameters] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,524: +PUB [/move_group/plan_execution/parameter_descriptions] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,526: +PUB [/move_group/plan_execution/parameter_updates] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,529: +PARAM [/move_group/plan_execution/max_replan_attempts] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,530: +PARAM [/move_group/plan_execution/record_trajectory_state_frequency] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,532: +PARAM [/move_group/plan_execution/max_replan_attempts] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,533: +PARAM [/move_group/plan_execution/record_trajectory_state_frequency] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,536: +SERVICE [/move_group/sense_for_plan/set_parameters] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,537: +PUB [/move_group/sense_for_plan/parameter_descriptions] /move_group http://xw6600:32793/
